timestamp,open,high,low,close,volume
2025-02-22 18:00:00,96634.2,96779.0,96402.7,96417.5,2.00223885
2025-02-22 19:00:00,96442.3,96637.7,96400.1,96607.6,1.27646873
2025-02-22 20:00:00,96612.6,96634.5,96511.8,96577.9,0.32959272
2025-02-22 21:00:00,96579.9,96650.0,96515.7,96650.0,2.91299751
2025-02-22 22:00:00,96646.2,96687.8,96604.5,96605.9,0.92589824
2025-02-22 23:00:00,96605.8,96631.3,96505.4,96543.3,2.26150213
2025-02-23 00:00:00,96543.4,96597.4,96489.0,96597.4,0.17070983
2025-02-23 01:00:00,96597.4,96597.4,96413.1,96460.0,0.09581555
2025-02-23 02:00:00,96454.9,96491.8,96402.2,96402.2,0.07312094
2025-02-23 03:00:00,96402.6,96543.5,96402.6,96410.6,0.32825017
2025-02-23 04:00:00,96410.6,96495.5,96390.5,96420.1,0.11269603
2025-02-23 05:00:00,96420.0,96420.1,96210.1,96210.1,0.41217054
2025-02-23 06:00:00,96210.1,96349.8,96210.0,96335.3,0.14323528
2025-02-23 07:00:00,96330.7,96555.0,96304.6,96525.9,0.18043125
2025-02-23 08:00:00,96527.9,96527.9,96304.0,96343.6,1.11668011
2025-02-23 09:00:00,96343.7,96414.5,96335.4,96338.5,0.55479913
2025-02-23 10:00:00,96338.5,96338.6,96109.1,96190.7,1.05449278
2025-02-23 11:00:00,96144.7,96211.1,96118.1,96118.1,0.93130003
2025-02-23 12:00:00,96118.1,96140.6,95738.7,95738.8,1.54984806
2025-02-23 13:00:00,95738.8,95971.1,95738.8,95971.1,1.71793703
2025-02-23 14:00:00,95963.7,96032.3,95600.0,95607.9,1.49613933
2025-02-23 15:00:00,95600.0,95701.2,95450.0,95450.0,3.64588395
2025-02-23 16:00:00,95450.1,95588.4,95435.4,95500.0,0.57152498
2025-02-23 17:00:00,95490.1,95707.9,95259.4,95655.2,1.17415293
2025-02-23 18:00:00,95634.3,95853.2,95634.3,95688.7,0.28030758
2025-02-23 19:00:00,95688.7,95838.1,95676.9,95740.1,1.10215503
2025-02-23 20:00:00,95753.3,95809.4,95683.1,95784.3,0.82457192
2025-02-23 21:00:00,95777.6,95777.6,95663.7,95766.6,1.61644427
2025-02-23 22:00:00,95760.5,95896.9,95562.3,95785.3,0.07674864
2025-02-23 23:00:00,95874.0,96267.4,95849.4,96248.8,1.52755729
2025-02-24 00:00:00,96257.2,96465.3,96210.8,96319.8,0.79893461
2025-02-24 01:00:00,96211.1,96328.6,95865.0,95982.6,0.0843685
2025-02-24 02:00:00,95950.8,96121.1,95816.7,95819.0,0.85562402
2025-02-24 03:00:00,95815.3,95815.3,95315.0,95423.7,3.04946818
2025-02-24 04:00:00,95428.7,95552.2,95111.1,95251.1,2.27482937
2025-02-24 05:00:00,95288.6,95737.8,95288.6,95708.0,0.66533548
2025-02-24 06:00:00,95674.5,95856.5,95655.0,95856.5,1.99448672
2025-02-24 07:00:00,95872.2,95931.7,95736.3,95890.4,3.82199665
2025-02-24 08:00:00,95917.5,95917.5,95366.7,95528.6,1.3221914
2025-02-24 09:00:00,95528.6,96126.0,95528.6,95782.3,2.97595442
2025-02-24 10:00:00,95782.2,95880.1,95371.3,95610.9,2.81614755
2025-02-24 11:00:00,95672.8,95845.7,95425.6,95811.9,1.77435855
2025-02-24 12:00:00,95783.7,95940.7,95722.5,95788.2,1.91509702
2025-02-24 13:00:00,95791.7,96015.0,95363.2,95659.5,2.36442168
2025-02-24 14:00:00,95658.4,95761.9,94586.4,94619.0,4.1479442
2025-02-24 15:00:00,94628.3,94906.1,93890.0,94278.7,10.73025297
2025-02-24 16:00:00,94288.1,94941.4,94174.4,94432.7,15.97391925
2025-02-24 17:00:00,94483.1,95137.2,94347.0,94629.2,13.09274692
2025-02-24 18:00:00,94629.2,94836.0,94175.0,94175.1,1.18574442
2025-02-24 19:00:00,94175.1,94515.6,93703.6,93936.1,24.23367491
2025-02-24 20:00:00,93913.5,94578.0,93853.6,93990.5,27.95774417
2025-02-24 21:00:00,93994.3,94301.1,93651.0,94035.0,5.47875614
2025-02-24 22:00:00,94000.0,94000.0,92400.0,92456.3,24.85231096
2025-02-24 23:00:00,92407.4,92839.0,91348.6,91554.7,58.99576877
2025-02-25 00:00:00,91538.2,92129.9,91000.0,91853.5,26.64996935
2025-02-25 01:00:00,91840.1,92376.1,91177.0,92014.1,18.85678815
2025-02-25 02:00:00,92075.9,92490.0,91626.3,92348.3,21.01435159
2025-02-25 03:00:00,92365.9,92523.8,92023.2,92156.8,5.6047055
2025-02-25 04:00:00,92156.8,92300.0,91862.5,91966.7,4.22306971
2025-02-25 05:00:00,91882.9,92085.0,91714.3,91991.7,2.64076866
2025-02-25 06:00:00,92052.7,92052.8,91269.9,91269.9,10.83148208
2025-02-25 07:00:00,91280.5,91366.9,88251.1,89355.1,115.83051179
2025-02-25 08:00:00,89318.0,90049.7,89044.0,89376.0,30.405478
2025-02-25 09:00:00,89396.3,89537.7,88333.9,88340.1,18.64200886
2025-02-25 10:00:00,88325.2,88849.9,86931.6,88217.5,33.35594817
2025-02-25 11:00:00,88161.6,89329.4,87612.1,89202.2,24.87701159
2025-02-25 12:00:00,89207.7,89562.9,88950.1,89362.9,44.19674689
2025-02-25 13:00:00,89401.8,89526.9,88799.8,88828.0,17.12688927
2025-02-25 14:00:00,88867.3,89362.9,87061.1,87188.3,32.36820838
2025-02-25 15:00:00,87129.4,87739.9,86104.9,87231.5,37.03227074
2025-02-25 16:00:00,87251.7,87739.8,86200.0,87500.1,21.04127068
2025-02-25 17:00:00,87499.0,87806.2,86900.0,87223.5,30.31944085
2025-02-25 18:00:00,87290.1,87756.1,86914.5,87065.0,12.36363044
2025-02-25 19:00:00,87025.2,88050.6,86566.7,87927.0,21.71798932
2025-02-25 20:00:00,87943.0,88965.3,87634.0,87942.5,40.12268466
2025-02-25 21:00:00,88094.8,88785.8,87745.2,88785.8,7.14961374
2025-02-25 22:00:00,88739.1,89441.1,88581.3,88815.1,12.25656287
2025-02-25 23:00:00,88889.0,89103.2,88687.5,88800.0,3.42999698
2025-02-26 00:00:00,88750.1,88750.1,88165.8,88165.8,3.87472507
2025-02-26 01:00:00,88189.0,88846.4,88189.0,88718.0,0.96313012
2025-02-26 02:00:00,88729.1,89142.7,88462.2,89070.3,4.4584744
2025-02-26 03:00:00,89017.3,89395.2,88890.2,88901.7,4.49612625
2025-02-26 04:00:00,88936.4,89200.1,88782.2,88782.2,0.73740682
2025-02-26 05:00:00,88756.6,88882.5,88523.1,88523.1,5.51546974
2025-02-26 06:00:00,88530.5,88934.4,88530.5,88911.7,2.03615592
2025-02-26 07:00:00,88915.7,89114.9,88439.8,88734.3,2.99975734
2025-02-26 08:00:00,88724.7,88782.2,88209.6,88539.7,1.4408377
2025-02-26 09:00:00,88488.9,89304.9,88488.8,89113.9,13.40697627
2025-02-26 10:00:00,89117.2,89297.1,88890.3,89297.1,7.75734877
2025-02-26 11:00:00,89297.0,89297.0,88635.0,88635.0,3.68100271
2025-02-26 12:00:00,88667.2,88667.2,87657.2,87970.5,6.80889184
2025-02-26 13:00:00,87934.4,88075.3,87110.0,87147.2,8.12825628
2025-02-26 14:00:00,87091.4,87674.4,85425.3,87632.3,23.74305619
2025-02-26 15:00:00,87600.1,88462.2,87406.5,87438.9,38.42676425
2025-02-26 16:00:00,87552.3,87728.0,86315.8,86879.7,9.05111531
2025-02-26 17:00:00,86789.7,87231.9,85739.0,86012.5,9.30001654
2025-02-26 18:00:00,86047.4,86462.2,83448.1,84295.1,81.24391563
2025-02-26 19:00:00,84129.0,85018.1,83739.7,83900.1,20.64278783
